a,b,c,d,e,f,g,h,i,j,k
-0.067316,0.138937,-0.622907,0.698314,0.216259,0.654866,1.325784,-1.017684,0.000000,0.000000,0.000000
-0.549157,-0.079372,0.631173,-0.951612,0.216259,-0.490395,-1.351555,0.421262,0.000000,0.000000,1.000000
-0.004468,0.269922,-0.622907,0.894734,1.065151,0.654866,0.433337,1.380559,0.000000,0.000000,0.000000
-2.885038,-0.876201,0.317653,0.654120,1.065151,-0.490395,0.254848,1.140735,0.000000,1.000000,0.000000
-0.790078,-0.614230,0.160893,-0.480204,-0.632632,-0.490395,-0.102130,-1.017684,1.000000,1.000000,0.000000
2.279039,2.180128,0.787933,1.429978,1.065151,0.654866,0.968805,1.620384,0.000000,0.000000,0.000000
-0.004468,-0.144865,-0.622907,0.801435,1.065151,-1.635656,0.433337,1.140735,0.000000,0.000000,0.000000
-0.035892,0.357246,0.631173,0.045219,0.216259,0.654866,-0.369864,0.900911,0.000000,0.000000,0.000000
1.985745,2.191043,0.631173,0.762151,1.065151,1.800128,0.611827,0.661086,0.000000,0.000000,0.000000
-0.444409,-0.570568,0.474413,0.590283,1.914042,1.800128,0.968805,-0.538035,0.000000,0.000000,0.000000
-0.790078,-0.002964,0.317653,1.297395,0.216259,0.654866,1.147295,0.900911,0.000000,1.000000,0.000000
-0.172064,-0.810708,0.631173,-0.534220,-1.481523,0.654866,-0.280620,-0.777860,0.000000,0.000000,1.000000
-1.020523,-1.029017,-2.504028,-0.514578,-0.632632,-1.635656,-1.048123,0.900911,0.000000,0.000000,0.000000
1.158235,0.575555,0.474413,-0.774834,-0.632632,0.654866,-0.459109,-1.017684,1.000000,1.000000,0.000000
-0.004468,-0.002964,0.631173,1.754071,1.914042,1.800128,2.039741,0.181438,0.000000,1.000000,0.000000
0.267877,-0.734300,-0.779667,-1.177495,-1.481523,-0.490395,-1.173066,-0.538035,1.000000,0.000000,0.000000
-0.004468,-0.002964,0.160893,0.482253,0.216259,-0.490395,0.611827,-0.058387,0.000000,1.000000,0.000000
1.336307,1.143159,0.474413,0.334938,-0.632632,0.654866,0.433337,-0.058387,0.000000,1.000000,0.000000
0.320251,-0.002964,0.474413,-0.337800,1.914042,-0.490395,-1.173066,1.620384,0.000000,0.000000,0.000000
-0.088266,-0.734300,0.474413,0.236728,-0.632632,0.654866,0.201301,0.181438,0.000000,1.000000,0.000000
-1.638536,-0.832539,-2.504028,-0.455652,-0.632632,-1.635656,-0.637598,0.181438,0.000000,0.000000,2.000000
1.126811,1.175905,0.631173,0.708135,0.216259,0.654866,0.433337,0.900911,0.000000,1.000000,0.000000
0.236453,0.477316,0.631173,-0.156112,1.065151,-0.490395,-0.726843,1.140735,0.000000,1.000000,0.000000
-0.622481,-1.629367,-1.876988,-2.031921,-0.632632,-0.490395,-1.530045,-1.976982,0.000000,0.000000,0.000000
1.891471,1.645270,0.160893,-0.494936,-0.632632,0.654866,-0.459109,-0.298211,0.000000,1.000000,0.000000
1.493429,0.455485,0.474413,0.310385,-0.632632,0.654866,0.968805,-1.257508,0.000000,1.000000,0.000000
-1.596637,-1.738522,0.474413,-1.752023,-0.632632,-0.490395,-1.530045,-1.257508,0.000000,1.000000,2.000000
-0.496783,-1.061764,0.631173,-0.308337,-0.632632,0.654866,-0.459109,0.181438,0.000000,0.000000,0.000000
0.959214,0.673794,-0.309387,-0.239590,-0.632632,1.800128,0.076359,-0.777860,0.000000,0.000000,0.000000
-0.800552,-1.640283,0.474413,-1.604708,0.216259,-2.780917,-1.351555,-1.257508,0.000000,0.000000,2.000000
-1.806133,-0.002964,-2.033748,-2.905989,-2.330415,-1.635656,-3.493427,-0.058387,0.000000,1.000000,2.000000
-2.109902,-0.723384,-1.249947,-2.292177,1.065151,-1.635656,-3.314937,1.140735,0.000000,1.000000,2.000000
0.927790,0.848442,0.474413,1.282663,0.216259,-0.490395,0.790316,1.620384,0.000000,0.000000,0.000000
0.697344,1.066751,-0.152627,-1.123479,-1.481523,0.654866,-0.994577,-0.777860,0.000000,0.000000,0.000000
0.089806,0.226261,0.631173,-1.010538,-1.481523,-1.635656,-1.083821,-0.298211,0.000000,0.000000,0.000000
1.273458,1.055835,0.474413,0.546089,-0.632632,-0.490395,-0.102130,1.620384,0.000000,0.000000,0.000000
1.315357,1.688932,0.631173,0.747419,-0.632632,0.654866,0.254848,1.380559,0.000000,1.000000,0.000000
-1.114796,-0.810708,-0.309387,0.708135,1.065151,-0.490395,0.433337,0.900911,0.000000,1.000000,0.000000
-0.004468,-0.002964,-1.720228,0.064860,-0.632632,-1.635656,-0.459109,1.140735,0.000000,1.000000,0.000000
-1.334767,-2.360703,-0.152627,-1.752023,-0.632632,-0.490395,-1.530045,-1.257508,1.000000,1.000000,2.000000
1.011588,0.433654,0.631173,-0.308337,0.216259,-0.490395,-0.459109,0.181438,0.000000,1.000000,1.000000
-0.978624,-0.002964,0.004133,-0.082454,-0.632632,0.654866,-0.637598,1.140735,0.000000,0.000000,0.000000
0.016482,-0.068457,0.631173,0.909466,0.216259,0.654866,0.790316,0.661086,0.000000,1.000000,0.000000
-0.004468,-0.002964,0.787933,-0.161022,1.065151,-0.490395,-0.280620,0.181438,1.000000,1.000000,0.000000
1.242034,1.426961,0.631173,1.277753,1.065151,1.800128,1.236539,0.661086,0.000000,1.000000,0.000000
0.760193,-0.308597,0.317653,0.374222,1.914042,1.800128,0.254848,0.421262,0.000000,0.000000,0.000000
-0.570107,-0.101203,-2.033748,-0.200306,1.065151,-0.490395,-0.102130,-0.298211,1.000000,1.000000,0.000000
-0.004468,-0.002964,-3.444588,-0.882865,0.216259,0.654866,-0.816087,-0.538035,1.000000,0.000000,0.000000
-0.549157,-0.363174,-0.309387,-0.082454,-1.481523,-1.635656,-0.637598,1.140735,0.000000,1.000000,0.000000
1.346782,1.361468,0.631173,1.110796,0.216259,0.654866,1.147295,0.421262,0.000000,1.000000,0.000000
-1.952780,-1.869508,0.004133,-1.884606,-0.632632,0.654866,-1.351555,-1.976982,0.000000,1.000000,0.000000
-1.261444,-0.002964,0.004133,-0.617698,1.065151,-0.490395,-1.173066,0.900911,0.000000,1.000000,1.000000
0.414525,0.739287,-1.720228,1.817907,1.065151,0.654866,1.325784,1.860208,0.000000,1.000000,0.000000
-0.538682,-0.701553,0.474413,-1.177495,-1.481523,0.654866,-1.173066,-0.538035,0.000000,0.000000,1.000000
1.315357,1.164990,0.631173,-0.936881,-0.632632,-0.490395,-0.994577,-0.298211,0.000000,1.000000,0.000000
0.037432,-0.264935,0.317653,-3.627832,-2.330415,-2.780917,-4.028894,-0.777860,0.000000,0.000000,2.000000
-0.004468,-0.002964,0.631173,0.374222,0.216259,-0.490395,0.254848,0.421262,0.000000,0.000000,0.000000
-0.004468,-0.002964,-1.093187,1.778623,1.914042,-2.780917,1.504273,1.380559,0.000000,0.000000,0.000000
-2.141327,-2.437111,0.004133,-2.356014,1.065151,-1.635656,-2.600980,-0.538035,0.000000,0.000000,2.000000
-0.004468,-0.002964,0.631173,-0.529309,-1.481523,0.654866,-0.726843,0.181438,0.000000,1.000000,0.000000
-0.004468,-0.002964,0.160893,0.870182,0.216259,0.654866,0.968805,0.181438,1.000000,1.000000,0.000000
-0.004468,0.597386,0.631173,0.600104,0.216259,0.654866,0.076359,1.380559,0.000000,0.000000,0.000000
-0.025417,0.204430,0.474413,0.521537,0.216259,0.654866,0.433337,0.421262,0.000000,0.000000,0.000000
-2.308924,-0.002964,0.160893,-0.882865,-0.632632,-0.490395,-0.816087,-0.538035,0.000000,1.000000,0.000000
1.388681,1.776256,0.004133,0.988034,0.216259,0.654866,0.433337,1.620384,0.000000,0.000000,0.000000
-0.842452,-0.832539,0.631173,0.172891,1.065151,-0.490395,-0.102130,0.661086,0.000000,0.000000,0.000000
-0.004468,0.040698,0.631173,-0.381995,-0.632632,-0.490395,-0.548354,0.181438,0.000000,0.000000,0.000000
0.246928,0.160768,0.631173,-0.318158,-1.481523,-0.490395,0.433337,-1.737157,0.000000,1.000000,0.000000
0.959214,0.761118,0.160893,0.113965,-0.632632,0.654866,0.165604,-0.058387,0.000000,1.000000,0.000000
0.582121,1.776256,-0.466147,-0.642251,-0.632632,0.654866,-0.637598,-0.298211,0.000000,1.000000,0.000000
-0.109216,-0.636061,-0.936427,0.217086,1.065151,0.654866,0.968805,-1.497333,0.000000,1.000000,0.000000
1.619127,2.332944,0.160893,-0.440921,-0.632632,-2.780917,-0.280620,-0.538035,0.000000,0.000000,0.000000
-0.213964,-0.439582,0.474413,0.909466,0.216259,0.654866,0.790316,0.661086,0.000000,1.000000,0.000000
0.760193,0.935765,0.474413,-0.362353,-0.632632,0.654866,-0.637598,0.421262,0.000000,1.000000,0.000000
-1.711860,-0.002964,0.004133,-0.907418,1.065151,-1.635656,-0.280620,-1.737157,0.000000,1.000000,0.000000
-1.083372,-0.002964,-2.347268,-0.750282,0.216259,-0.490395,-0.994577,0.181438,0.000000,0.000000,0.000000
-0.004468,-0.002964,-3.758108,-0.077544,1.065151,-0.490395,0.611827,-1.497333,1.000000,0.000000,0.000000
-0.004468,-0.002964,-2.033748,-0.067723,-2.330415,-1.635656,-0.280620,0.421262,0.000000,1.000000,0.000000
-0.224438,-0.046626,0.474413,0.045219,-0.632632,0.654866,-0.369864,0.900911,0.000000,1.000000,0.000000
-0.632956,-1.782184,0.317653,0.079592,1.065151,-1.635656,-0.102130,0.421262,0.000000,1.000000,0.000000
1.430580,1.164990,0.004133,-0.052991,1.065151,0.654866,0.076359,-0.298211,0.000000,1.000000,0.000000
-0.727229,-0.526906,0.631173,-0.480204,1.065151,1.800128,-0.102130,-1.017684,0.000000,0.000000,0.000000
-0.056842,-0.002964,-0.779667,0.320206,0.216259,-1.635656,0.076359,0.661086,0.000000,1.000000,0.000000
-0.549157,-0.188527,0.474413,0.889824,1.065151,1.800128,0.879561,0.421262,0.000000,1.000000,0.000000
0.037432,0.269922,0.474413,2.127268,-0.632632,1.800128,2.039741,1.140735,0.000000,1.000000,0.000000
-0.213964,-0.112119,0.004133,0.231817,0.216259,1.800128,1.325784,-2.216806,0.000000,1.000000,0.000000
0.843991,0.466401,0.474413,0.040308,-0.632632,0.654866,0.076359,-0.058387,0.000000,1.000000,0.000000
1.755299,2.442099,0.787933,0.708135,-0.632632,1.800128,0.433337,0.900911,0.000000,1.000000,0.000000
-1.125271,-1.683945,0.474413,-1.457393,0.216259,0.654866,-1.173066,-1.257508,0.000000,1.000000,2.000000
1.294408,0.400908,0.474413,-0.519488,0.216259,1.800128,0.076359,-1.497333,0.000000,1.000000,1.000000
-0.276812,-0.374090,0.631173,1.032228,1.065151,1.800128,1.504273,-0.538035,0.000000,0.000000,0.000000
-0.999574,0.411823,0.474413,0.118876,-0.632632,-0.490395,-0.280620,0.900911,0.000000,0.000000,0.000000
1.472479,-0.002964,0.631173,0.614836,1.914042,1.800128,0.433337,0.661086,0.000000,1.000000,0.000000
1.388681,1.328722,-0.152627,1.125527,-0.632632,-0.490395,1.504273,-0.298211,0.000000,1.000000,0.000000
-0.538682,-0.286766,0.631173,1.459441,1.065151,-0.490395,1.682762,0.181438,0.000000,0.000000,0.000000
1.304883,1.907241,0.474413,-0.190485,-1.481523,0.654866,-0.994577,1.620384,1.000000,0.000000,2.000000
1.671501,1.699847,0.474413,0.118876,0.216259,0.654866,-0.280620,0.900911,0.000000,1.000000,0.000000
-0.423460,-1.596621,-0.466147,-0.514578,0.216259,0.654866,-0.369864,-0.538035,0.000000,1.000000,0.000000
-0.056842,-0.385005,0.474413,0.521537,-0.632632,0.654866,0.433337,0.421262,0.000000,0.000000,0.000000
1.126811,0.739287,-3.287828,0.256370,-0.632632,-2.780917,0.790316,-1.017684,1.000000,0.000000,1.000000
1.179185,1.394215,0.631173,1.577293,0.216259,-0.490395,1.147295,1.620384,0.000000,0.000000,0.000000
-0.318712,-0.199442,0.631173,0.069771,-0.632632,1.800128,0.790316,-1.497333,0.000000,1.000000,0.000000
0.571647,0.859357,-0.309387,0.693404,-0.632632,-0.490395,0.076359,1.620384,0.000000,0.000000,0.000000
-1.292868,-0.002964,0.474413,-1.157853,-0.632632,0.654866,-1.262311,-0.298211,0.000000,1.000000,0.000000
0.990639,-0.002964,0.474413,0.413506,0.216259,-0.490395,0.076359,0.900911,0.000000,0.000000,0.000000
-0.622481,-0.832539,0.317653,0.359490,0.216259,-0.490395,-0.102130,1.140735,0.000000,1.000000,0.000000
-0.004468,-0.526906,0.631173,-0.588235,1.065151,-1.635656,-0.459109,-0.538035,0.000000,0.000000,0.000000
1.482954,1.547031,-0.622907,0.158160,-2.330415,-0.490395,-0.459109,1.380559,0.000000,0.000000,0.000000
-0.612006,-0.112119,0.474413,-0.720819,-1.481523,-0.490395,-0.280620,-1.257508,0.000000,1.000000,0.000000
-0.412985,-0.101203,0.631173,0.506805,0.216259,-0.490395,0.076359,1.140735,0.000000,0.000000,0.000000
1.346782,1.274145,0.631173,1.336679,0.216259,-0.490395,0.968805,1.380559,0.000000,1.000000,0.000000
-1.722335,-2.240633,0.317653,-2.822511,-0.632632,-2.780917,-2.600980,-1.737157,0.000000,1.000000,2.000000
-0.004468,-0.002964,0.474413,0.064860,1.914042,-1.635656,-0.459109,1.140735,0.000000,0.000000,0.000000
1.043013,-1.312819,0.474413,-1.619439,0.216259,0.654866,-1.708534,-0.538035,0.000000,0.000000,1.000000
-1.030998,-1.596621,-0.152627,0.320206,1.914042,0.654866,0.076359,0.661086,0.000000,0.000000,0.000000
0.173604,-0.035711,-0.309387,-0.534220,1.065151,-0.490395,-0.280620,-0.777860,0.000000,1.000000,0.000000
1.860047,2.267451,0.631173,0.344759,-1.481523,-0.490395,-0.459109,1.860208,0.000000,1.000000,0.000000
-0.004468,-0.002964,-0.152627,-0.882865,-2.330415,-0.490395,-0.816087,-0.538035,0.000000,0.000000,0.000000
1.985745,1.809002,-0.936427,-0.259232,0.216259,-0.490395,0.165604,-1.017684,0.000000,0.000000,0.000000
-0.140640,-0.330428,0.317653,0.133607,-0.632632,-1.635656,0.076359,0.181438,0.000000,0.000000,0.000000
1.556278,0.837526,0.631173,0.153249,-0.632632,1.800128,-0.012886,0.421262,0.000000,1.000000,0.000000
-1.345242,-0.865285,0.631173,1.189364,0.216259,0.654866,0.790316,1.380559,0.000000,0.000000,0.000000
0.068856,0.335415,0.474413,-0.161022,1.065151,0.654866,-0.280620,0.181438,0.000000,1.000000,0.000000
0.498323,0.564640,-0.622907,0.496984,-2.330415,-1.635656,0.968805,-0.777860,0.000000,0.000000,0.000000
0.854466,0.892103,0.317653,0.079592,1.914042,0.654866,-0.102130,0.421262,0.000000,1.000000,0.000000
-0.308237,-0.701553,-0.152627,0.133607,-0.632632,-0.490395,0.076359,0.181438,0.000000,0.000000,0.000000
-1.156696,-1.902254,-1.720228,0.590283,1.065151,0.654866,0.968805,-0.538035,0.000000,1.000000,0.000000
-1.083372,-0.002964,-0.466147,-1.776575,0.216259,0.654866,-0.994577,-2.456630,1.000000,1.000000,1.000000
-0.004468,-0.002964,-1.249947,0.428237,1.065151,-0.490395,0.433337,0.181438,1.000000,1.000000,0.000000
0.068856,0.684710,-2.347268,0.909466,1.914042,-0.490395,0.790316,0.661086,0.000000,0.000000,0.000000
-0.601531,-0.035711,0.631173,0.094323,1.065151,0.654866,0.254848,-0.298211,0.000000,1.000000,0.000000
-0.549157,-1.662114,0.631173,-0.936881,-1.481523,0.654866,-0.994577,-0.298211,0.000000,1.000000,0.000000
-1.177645,-0.734300,0.631173,-0.588235,0.216259,-0.490395,-0.459109,-0.538035,0.000000,0.000000,0.000000
-1.429040,-0.002964,0.160893,-2.817600,-2.330415,-2.780917,-3.047203,-0.777860,0.000000,1.000000,2.000000
0.404050,0.466401,0.474413,0.388953,-0.632632,0.654866,0.611827,-0.298211,0.000000,0.000000,0.000000
-0.570107,-0.363174,0.160893,-0.377084,-1.481523,-1.635656,-0.994577,1.140735,0.000000,0.000000,0.000000
0.456424,-0.374090,0.317653,-1.098927,-1.481523,-0.490395,-1.530045,0.421262,0.000000,1.000000,0.000000
0.477373,0.542809,-2.974308,-0.494936,0.216259,0.654866,-0.459109,-0.298211,0.000000,0.000000,0.000000
-0.004468,-0.002964,-0.152627,-2.513149,-2.330415,-1.635656,-1.887023,-2.456630,0.000000,0.000000,2.000000
-0.004468,-0.002964,-1.249947,0.521537,-0.632632,-0.490395,0.433337,0.421262,0.000000,0.000000,0.000000
-1.680436,-1.836761,0.004133,1.739339,1.914042,-0.490395,1.682762,0.900911,0.000000,1.000000,0.000000
-1.711860,-0.002964,0.317653,-1.231510,-0.632632,1.800128,-1.351555,-0.298211,0.000000,1.000000,0.000000
-0.056842,-0.417752,0.631173,1.096064,1.914042,-0.490395,0.790316,1.140735,0.000000,0.000000,0.000000
-0.255863,0.149852,0.474413,1.685324,0.216259,-0.490395,1.504273,1.140735,0.000000,1.000000,0.000000
-0.119690,1.099497,0.474413,-0.023528,-0.632632,-0.490395,-0.227073,0.421262,0.000000,0.000000,0.000000
-0.004468,-0.002964,0.474413,1.592024,1.914042,1.800128,1.504273,0.900911,0.000000,1.000000,0.000000
0.749718,0.313584,-0.152627,-0.249411,-1.481523,0.654866,-0.726843,0.900911,0.000000,1.000000,0.000000
0.110755,0.313584,0.317653,-0.372174,-0.632632,0.654866,0.254848,-1.497333,0.000000,1.000000,0.000000
0.624021,0.106190,0.474413,0.133607,-0.632632,-0.490395,0.076359,0.181438,0.000000,1.000000,0.000000
0.665920,0.488232,-0.466147,0.600104,0.216259,-0.490395,0.076359,1.380559,0.000000,0.000000,0.000000
-0.004468,-0.002964,0.631173,-2.783227,-2.330415,-0.490395,-2.779469,-1.257508,0.000000,0.000000,2.000000
-1.397616,-1.290988,-0.152627,-1.589976,1.065151,-1.635656,-0.994577,-1.976982,0.000000,1.000000,1.000000
0.456424,0.291753,0.160893,-1.216779,-1.481523,0.654866,-0.994577,-1.017684,1.000000,1.000000,0.000000
-0.612006,-0.603314,-1.720228,-1.231510,-1.481523,-0.490395,-1.351555,-0.298211,0.000000,1.000000,0.000000
-1.554738,-1.618452,0.004133,-0.858313,1.914042,-1.635656,-1.351555,0.661086,0.000000,0.000000,2.000000
0.833517,0.619217,0.160893,-0.769924,-0.632632,-0.490395,-1.583591,1.380559,0.000000,0.000000,0.000000
0.383100,0.608302,0.160893,0.521537,-0.632632,-0.490395,0.433337,0.421262,0.000000,0.000000,0.000000
0.802092,1.055835,0.317653,-0.401637,-0.632632,0.654866,-0.459109,-0.058387,0.000000,1.000000,0.000000
1.126811,0.924850,0.160893,2.033969,1.914042,0.654866,2.039741,0.900911,0.000000,1.000000,0.000000
-1.544263,-1.531128,0.474413,0.153249,-0.632632,0.654866,-0.012886,0.421262,0.000000,1.000000,0.000000
0.110755,-0.046626,0.631173,1.218827,0.216259,0.654866,1.504273,-0.058387,0.000000,1.000000,0.000000
-1.303343,-0.963524,0.631173,2.259852,1.065151,1.800128,1.861252,1.860208,0.000000,1.000000,0.000000
-1.481414,-1.814930,0.317653,-2.729211,-0.632632,-2.780917,-2.600980,-1.497333,0.000000,1.000000,1.000000
0.498323,0.160768,-1.563468,-0.544041,-0.632632,-1.635656,0.611827,-2.696455,1.000000,1.000000,0.000000
0.917315,0.673794,0.631173,1.312126,1.914042,1.800128,1.504273,0.181438,0.000000,1.000000,0.000000
0.707819,0.684710,0.474413,-0.200306,-0.632632,0.654866,-0.102130,-0.298211,0.000000,1.000000,0.000000
-0.004468,-0.002964,0.474413,-0.156112,1.914042,-0.490395,-0.048584,-0.298211,0.000000,1.000000,1.000000
-0.004468,-0.002964,-1.249947,0.172891,1.065151,0.654866,-0.102130,0.661086,1.000000,0.000000,0.000000
1.325832,1.885410,0.317653,-0.627519,-0.632632,-0.490395,-0.280620,-1.017684,0.000000,1.000000,0.000000
0.728769,0.204430,0.474413,0.452790,-0.632632,-0.490395,-0.102130,1.380559,0.000000,0.000000,0.000000
-0.172064,-0.472329,0.474413,-0.062812,0.216259,-0.490395,-0.726843,1.380559,0.000000,0.000000,0.000000
0.100281,-0.395921,0.631173,-0.426189,-0.632632,0.654866,0.076359,-1.257508,0.000000,0.000000,0.000000
0.749718,0.651963,0.631173,-0.269053,-0.632632,-0.490395,-0.637598,0.661086,0.000000,0.000000,0.000000
-0.507258,-0.974440,0.631173,-0.990896,-1.481523,-0.490395,-1.173066,-0.058387,0.000000,1.000000,0.000000
-0.151115,-0.799793,-0.152627,-0.170843,-0.632632,0.654866,0.611827,-1.737157,0.000000,1.000000,0.000000
0.393575,0.237176,0.631173,-0.440921,0.216259,0.654866,-0.280620,-0.538035,1.000000,0.000000,0.000000
0.445949,0.859357,0.474413,0.079592,-1.481523,-1.635656,-0.102130,0.421262,0.000000,1.000000,0.000000
1.137286,1.536116,0.317653,-0.480204,0.216259,-0.490395,-0.102130,-1.017684,0.000000,1.000000,1.000000
0.592596,0.662879,0.160893,0.403685,-0.632632,0.654866,0.968805,-1.017684,0.000000,1.000000,1.000000
-0.653905,-0.963524,0.631173,-0.882865,1.065151,-0.490395,-0.816087,-0.538035,0.000000,0.000000,2.000000
0.938265,0.346331,0.004133,0.148339,0.216259,0.654866,0.433337,-0.538035,0.000000,1.000000,0.000000
0.362151,-0.865285,0.160893,-1.914069,-2.330415,0.654866,-2.065512,-0.538035,0.000000,1.000000,2.000000
-0.004468,-0.002964,0.474413,-1.462304,-0.632632,-1.635656,-0.726843,-2.216806,1.000000,1.000000,2.000000
-0.004468,-0.002964,0.160893,0.948750,0.216259,-0.490395,0.611827,1.140735,0.000000,1.000000,0.000000
-0.067316,-0.024795,0.474413,0.452790,-0.632632,-0.490395,-0.102130,1.380559,0.000000,0.000000,0.000000
-1.418566,-1.029017,-0.309387,0.359490,0.216259,0.654866,-0.102130,1.140735,0.000000,0.000000,0.000000
-1.146221,-1.651198,0.317653,0.894734,0.216259,0.654866,0.433337,1.380559,0.000000,0.000000,0.000000
-1.376666,-1.378312,-1.406708,-1.216779,-0.632632,-0.490395,-0.994577,-1.017684,0.000000,1.000000,0.000000
-0.182539,-0.406836,0.631173,0.055039,1.065151,-0.490395,0.433337,-0.777860,0.000000,0.000000,0.000000
0.896365,0.826611,0.474413,0.870182,1.914042,-1.635656,0.968805,0.181438,0.000000,1.000000,0.000000
-0.978624,-1.290988,0.317653,-1.977906,-0.632632,0.654866,-1.351555,-2.216806,0.000000,1.000000,0.000000
-0.695804,0.193514,0.631173,0.948750,1.065151,1.800128,0.611827,1.140735,0.000000,0.000000,1.000000
2.698031,0.062529,-0.152627,-0.023528,1.914042,0.654866,0.790316,-1.737157,0.000000,1.000000,0.000000
0.100281,-0.046626,0.160893,2.033969,1.065151,0.654866,2.039741,0.900911,0.000000,1.000000,0.000000
-0.109216,-0.188527,-0.309387,0.300564,1.065151,-0.490395,0.165604,0.421262,0.000000,0.000000,0.000000
0.571647,-0.002964,0.160893,2.019238,1.914042,0.654866,1.682762,1.620384,0.000000,0.000000,0.000000
1.451530,1.372384,0.160893,1.979954,1.914042,1.800128,1.861252,1.140735,0.000000,0.000000,0.000000
0.309777,-0.177611,-2.504028,-0.602967,-1.481523,0.654866,-0.816087,0.181438,0.000000,1.000000,0.000000
-0.538682,-1.050848,-2.347268,0.295654,-1.481523,-0.490395,0.611827,-0.538035,0.000000,1.000000,0.000000
-0.224438,-1.465636,-1.093187,0.079592,1.914042,0.654866,-0.102130,0.421262,0.000000,0.000000,0.000000
0.812567,-0.002964,0.160893,0.963481,0.216259,-0.490395,0.968805,0.421262,0.000000,1.000000,0.000000
-0.800552,-1.290988,-2.033748,0.148339,0.216259,1.800128,0.433337,-0.538035,0.000000,1.000000,0.000000
-1.439515,-1.039933,-1.093187,-1.256063,0.216259,-0.490395,-0.816087,-1.497333,0.000000,1.000000,1.000000
-0.088266,0.073444,0.474413,1.189364,0.216259,0.654866,0.790316,1.380559,0.000000,1.000000,0.000000
-0.486308,-0.919863,0.004133,1.312126,0.216259,-0.490395,1.504273,0.181438,0.000000,1.000000,0.000000
-1.261444,-1.214580,0.631173,0.005935,1.065151,0.654866,-0.191375,0.421262,0.000000,0.000000,1.000000
-0.004468,-0.002964,0.004133,0.639388,-0.632632,0.654866,-0.102130,1.860208,0.000000,0.000000,0.000000
-0.004468,-0.002964,-0.779667,0.359490,1.914042,0.654866,-0.102130,1.140735,0.000000,1.000000,0.000000
0.026957,-0.810708,0.004133,-1.737291,-0.632632,-0.490395,-1.173066,-1.976982,0.000000,1.000000,0.000000
-1.429040,-0.002964,0.631173,-0.715908,0.216259,0.654866,-0.726843,-0.298211,0.000000,1.000000,1.000000
1.095387,1.601608,0.631173,0.762151,0.216259,0.654866,0.611827,0.661086,0.000000,0.000000,0.000000
2.100967,2.038227,0.474413,0.055039,1.065151,-0.490395,0.433337,-0.777860,0.000000,1.000000,0.000000
0.089806,-0.090288,0.474413,-0.293606,-0.632632,0.654866,-0.102130,-0.538035,0.000000,0.000000,0.000000
-0.297762,-0.625145,0.474413,0.094323,1.914042,-0.490395,0.254848,-0.298211,0.000000,1.000000,1.000000
-0.549157,-0.832539,0.631173,0.614836,0.216259,0.654866,0.433337,0.661086,0.000000,0.000000,0.000000
-0.329186,-0.930778,0.631173,-1.084195,-0.632632,0.654866,-1.173066,-0.298211,0.000000,0.000000,0.000000
-0.004468,-0.002964,0.631173,-0.362353,-0.632632,-0.490395,-0.637598,0.421262,1.000000,1.000000,0.000000
-0.004468,0.946681,0.474413,0.320206,-0.632632,0.654866,0.076359,0.661086,0.000000,0.000000,0.000000
0.184079,0.324500,0.317653,-0.121738,-1.481523,-0.490395,-0.459109,0.661086,0.000000,1.000000,0.000000
0.330726,0.248091,0.474413,-0.269053,-0.632632,0.654866,-0.637598,0.661086,0.000000,0.000000,0.000000
-0.151115,-0.330428,0.474413,-2.434582,-2.330415,-0.490395,-2.244002,-1.497333,0.000000,1.000000,2.000000
-0.748178,-0.002964,0.631173,0.025577,-0.632632,-0.490395,-0.280620,0.661086,0.000000,0.000000,1.000000
0.676395,1.383299,0.317653,0.305475,-0.632632,0.654866,-0.280620,1.380559,0.000000,1.000000,0.000000
1.242034,1.252314,0.004133,-0.460563,-0.632632,-0.490395,-0.191375,-0.777860,0.000000,1.000000,0.000000
-0.528208,-0.395921,-0.152627,-1.285526,-0.632632,-0.490395,-0.512656,-2.216806,0.000000,1.000000,0.000000
0.843991,0.575555,0.474413,0.001024,-0.632632,-2.780917,0.254848,-0.538035,0.000000,0.000000,0.000000
1.681975,1.776256,-0.779667,1.498725,0.216259,1.800128,1.504273,0.661086,0.000000,1.000000,0.000000
-2.371772,-0.002964,0.317653,-0.362353,-0.632632,0.654866,-0.637598,0.421262,0.000000,1.000000,0.000000
-0.004468,-0.002964,0.317653,-0.401637,0.216259,-0.490395,-0.459109,-0.058387,1.000000,1.000000,0.000000
-0.402510,-0.232189,0.317653,-1.069464,-0.632632,0.654866,-0.816087,-1.017684,0.000000,1.000000,0.000000
1.053487,1.830833,0.631173,-0.656982,-0.632632,0.654866,-0.994577,0.421262,0.000000,1.000000,0.000000
-0.402510,-0.002964,0.474413,0.241638,-0.632632,0.654866,0.433337,-0.298211,0.000000,1.000000,0.000000
0.582121,0.826611,-0.152627,0.334938,-0.632632,-0.490395,0.433337,-0.058387,1.000000,1.000000,0.000000
-0.423460,0.182599,-1.876988,-1.604708,1.065151,-2.780917,-1.351555,-1.257508,0.000000,0.000000,1.000000
-0.234913,-0.308597,0.160893,-0.131559,1.065151,-1.635656,0.433337,-1.257508,0.000000,1.000000,2.000000
0.561172,0.968512,0.631173,1.042049,0.216259,0.654866,0.611827,1.380559,0.000000,1.000000,0.000000
-0.748178,-0.144865,0.631173,0.025577,1.065151,-0.490395,-0.280620,0.661086,0.000000,0.000000,0.000000
